	Package	Version
4879	mets	1.2.8.1
4880	metsyn	0.1.2
4881	mewAvg	0.3.0
4882	MF	4.3.2
4883	MFDFA	1.1
4884	MFHD	0.0.1
4885	mFilter	0.1-5
4886	mfp	1.5.2.2
4887	MFT	2
4888	MfUSampler	1.0.4
4889	mfx	1.2-2
4890	mgarchBEKK	0.0.2
4891	mgcv	1.8.41
4892	MGL	1.1
4893	MGLM	0.2.0
4894	mgm	1.2-10
4895	mgpd	1.99
4896	MGRASTer	0.9
4897	MGSDA	1.4
4898	mgsub	1.7.2
4899	mGSZ	1
4900	mgwrsar	0.1
4901	MHadaptive	1.1-8
4902	mHG	1.1
4903	mhsmm	0.4.16
4904	mhtboot	1.3.3
4905	MHTcop	0.1.1
4906	MHTdiscrete	1.0.1
4907	MHTmult	0.1.0
4908	MHTrajectoryR	1.0.1
4909	mhurdle	1.1-8
4910	mi	1
4911	micar	1.1.1
4912	mice	3.14.0
4913	miceadds	3.10-28
4914	micEcon	0.6-14
4915	micEconAids	0.6-18
4916	micEconCES	0.9-8
4917	micEconIndex	0.1-6
4918	micemd	1.6.0
4919	miceMNAR	1.0.2
4920	michelRodange	1.0.0
4921	micompr	1.1.0
4922	microbats	0.1-1
4923	microbenchmark	1.4.9
4924	MicroDatosEs	0.8.2
4925	MicroMacroMultilevel	0.4.0
4926	micromapST	1.1.1
4927	microsynth	2.0.13
4928	MicSim	1.0.15
4929	MiDA	0.1.2
4930	midas	1.0.1
4931	midasr	0.7
4932	midastouch	1.3
4933	MIDN	1
4934	migration.indices	0.3.0
4935	migui	1.1
4936	MIICD	2.4
4937	MILC	1
4938	mime	0.12
4939	mimi	0.2.0
4940	MImix	1
4941	MindOnStats	0.11
4942	mineCitrus	1.0.0
4943	mined	1.0-3
4944	minerva	1.5.10
4945	Miney	0.1
4946	miniGUI	0.8-1
4947	minimalRSD	1.0.0
4948	minimap	0.1.0
4949	minimax	1
4950	minimist	0.1
4951	miniUI	0.1.1.1
4952	minpack.lm	1.2-2
4953	minqa	1.2.5
4954	MInt	1.0.1
4955	minval	0.8-1
4956	minxent	0.01
4957	mipfp	3.2.1
4958	MIPHENO	1.2
4959	mipred	0.0.1
4960	miRada	1.13.8-8
4961	MiRAnorm	1.0.0
4962	MiRSEA	1.1
4963	mirt	1.33.2
4964	miRtest	1.8
4965	misc3d	0.9-1
4966	miscF	0.1-5
4967	miscor	0.1-1
4968	miscset	1.1.0
4969	miscTools	0.6-26
4970	mise	0.1.0
4971	mispr	1.0.0
4972	MiSPU	1
4973	misreport	0.1.1
4974	missForest	1.5
4975	missMDA	1.17
4976	missRanger	2.1.0
4977	MiST	1
4978	mistat	1.0-5
4979	mistral	2.1.0
4980	MitISEM	1.2
4981	mitml	0.3-7
4982	mitools	2.4
4983	MittagLeffleR	0.3.0
4984	mix	1.0-10
4985	mixchar	0.1.0
4986	mixdist	0.5-5
4987	MixedPoisson	2
4988	MixedPsy	1.0.0
4989	mixedsde	5
4990	MixedTS	1.0.4
4991	mixEMM	1
4992	mixexp	1.2.5
4993	MIXFIM	1.1
4994	mixggm	1
4995	mixlink	0.1.5
4996	MixMAP	1.3.4
4997	mixmeta	1.1.0
4998	mixOmics	6.18.1
4999	mixor	1.0.4
5000	mixPHM	0.7-2
5001	mixR	0.1.1
5002	mixRasch	1.1
5003	mixreg	0.0-6
5004	MixRF	1
5005	MixSAL	1
5006	mixsep	0.2.1-2
5007	MixSim	1.1-3
5008	mixSPE	0.1.1
5009	mixsqp	0.3-43
5010	mixtNB	1
5011	mixtools	1.2.0
5012	mixtox	1.3.2
5013	mixture	1.5
5014	MixtureInf	1.1
5015	MixtureRegLTIC	1.0.0
5016	mize	0.2.4
5017	mkde	0.1
5018	MKLE	0.05
5019	mknapsack	0.1.0
5020	mkssd	1.1
5021	mlapi	0.1.0
5022	mlbench	2.1-1
5023	mlbstats	0.1.0
5024	MLCM	0.4.2
5025	MLDAShiny	0.1.0
5026	mldr.datasets	0.4.2
5027	MLDS	0.4.5
5028	mle.tools	1.0.0
5029	mlearning	1.0-0
5030	mlegp	3.1.8
5031	mleur	1.0-6
5032	mlf	1.2.1
5033	mlgt	0.16
5034	mlica2	2.1
5035	MLID	1.0.1
5036	MLInterfaces	1.74.0
5037	mlmc	1.0.0
5038	MLmetrics	1.1.1
5039	mlmi	1.0.0
5040	mlmm.gwas	1.0.6
5041	mlmmm	0.3-1.2
5042	mlogit	1.1-1
5043	mlogitBMA	0.1-6
5044	MLP	1.42.0
5045	mlPhaser	0.01
5046	MLPUGS	0.2.0
5047	mlr	2.18.0
5048	mlr3measures	0.5.0
5049	mlr3misc	0.11.0
5050	mlrMBO	1.1.5
5051	MLRShiny	0.1.0
5052	mlsjunkgen	0.1.1
5053	mltest	1.0.1
5054	mltools	0.3.5
5055	MM	1.6-5
5056	MM2S	1.0.6
5057	MM2Sdata	1.0.3
5058	MMAC	0.1.2
5059	mmand	1.6.1
5060	mmap	0.6-19
5061	mmapcharr	0.3.0
5062	mmc	0.0.3
5063	MMDvariance	0.0.9
5064	mme	0.1-6
5065	MMeM	0.1.0
5066	mmeta	2.3
5067	mmm2	1.2
5068	mmmgee	1.2
5069	MMMS	0.1
5070	mmod	1.3.3
5071	mMPA	1.2.0
5072	mmpf	0.0.5
5073	mmpp	0.6
5074	mmsample	0.1
5075	mmtsne	0.1.0
5076	mnis	0.2.7
5077	mnlfa	0.1-53
5078	mnlogit	1.2.6
5079	MNLR	0.1.0
5080	MNM	1.0-3
5081	mnormpow	0.1.1
5082	mnormt	2.1.1
5083	MNS	1
5084	mobForest	1.3.1
5085	MobileTrigger	0.0.31
5086	mobsim	0.1.0
5087	moc	2
5088	mockery	0.4.2
5089	mockr	0.1
5090	mod	0.1.3
5091	mod09nrt	0.14
5092	Modalclust	0.7
5093	modcmfitr	0.1.0
5094	modeest	2.4.0
5095	modehunt	1.0.7
5096	Modelcharts	0.1.0
5097	modeldata	0.1.0
5098	Modeler	3.4.5
5099	modelfree	1.1-1
5100	ModelGood	1.0.9
5101	modelgrid	1.1.1.0
5102	ModelMap	3.4.0.1
5103	ModelMetrics	1.2.2.2
5104	modelObj	4
5105	modelr	0.1.9
5106	modeltools	0.2-23
5107	modelwordcloud	0.1
5108	modest	0.3-1
5109	modesto	0.1.2
5110	modi	0.1.0
5111	modiscloud	0.14
5112	MODISSnow	0.1.0.0
5113	modMax	1.1
5114	modopt.matlab	1.0-2
5115	modQR	0.1.2
5116	modTurPoint	0.1.0
5117	moduleColor	1.08-3
5118	modules	0.8.0
5119	modygliani	1
5120	moezipfR	1.0.2
5121	mogavs	1.1.0
5122	MoLE	1.0.1
5123	MOLHD	0.2
5124	mombf	3.0.1
5125	momentchi2	0.1.5
5126	moments	0.14
5127	momr	1.1
5128	mondate	0.10.01.02
5129	mongolite	2.2.1
5130	monitoR	1.0.7
5131	monmlp	1.1.5
5132	MonoInc	1.1
5133	MonoPoly	0.3-10
5134	monoreg	1.2
5135	Monte.Carlo.se	0.1.0
5136	MonteCarlo	1.0.6
5137	moonBook	0.2.3
5138	mopsocd	0.5.1
5139	MOQA	2.0.0
5140	MOrder	0.1
5141	morgenstemning	1
5142	MorseGen	1.2
5143	MortalityGaps	1.0.0
5144	MortalitySmooth	2.3.4
5145	mosaic	1.8.2
5146	mosaicCore	0.8.0
5147	mosaicData	0.20.1
5148	mosaicModel	0.3.0
5149	MOST	0.1.0
5150	MOTE	1.0.2
5151	motoRneuron	1.0.0
5152	moult	2.1.0
5153	mountainplot	1.2
5154	mousetrack	1.0.0
5155	move	4.0.6
5156	moveHMM	1.7
5157	moveWindSpeed	0.2.3
5158	movMF	0.2-5
5159	mozzie	0.1.0
5160	mp	0.4.1
5161	mpa	0.7.3
5162	mpbart	0.2
5163	MPCI	1.0.7
5164	mpcv	1.1
5165	mpe	1
5166	MPINet	1
5167	MPkn	0.1.0
5168	MPLikelihoodWB	1.1
5169	MplusAutomation	1.1.0
5170	mpm	1.0-22
5171	mpmcorrelogram	0.1-4
5172	MPN	0.3.0
5173	mpoly	1.1.1
5174	mppa	1
5175	MPR.genotyping	0.8
5176	MPSEM	0.3-6
5177	mpt	0.6-2
5178	mptools	1.0.1
5179	MPV	1.55
5180	mQTL	1
5181	mr.raps	0.2
5182	mra	2.16.11
5183	mratios	1.4.2
5184	mrbsizeR	1.2.1.1
5185	MRCV	0.3-3
5186	mreg	1.1
5187	mregions	0.1.6
5188	MRFA	0.4
5189	MRFcov	1.0.37
5190	mrfDepth	1.0.13
5191	MRH	2.2
5192	MRHawkes	1
5193	mri	1.0.1
5194	MRMR	0.1.4
5195	mro	0.1.1
5196	MRQoL	1
5197	MRS	1.2.4
5198	MRsurv	0.2
5199	ms.sev	1.0.4
5200	msaenet	3.1
5201	msaFACE	0.1.0
5202	msap	1.1.8
5203	msaR	0.3.0
5204	msBP	1.4
5205	MScombine	1.4
5206	MsCoreUtils	1.6.2
5207	mscstexta4r	0.1.2
5208	mscsweblm4r	0.1.2
5209	msda	1.0.2
5210	msde	1.0.4
5211	MsdeParEst	1.7
5212	msgl	2.3.9
5213	MSGLasso	2.1
5214	msgpackR	1.1
5215	msgps	1.3.1
5216	msigdbr	7.5.1
5217	mSimCC	0.0.1
5218	msir	1.3.2
5219	msltrend	1
5220	msm	1.6.9
5221	msme	0.5.3
5222	msmsEDA	1.32.0
5223	msmsTests	1.32.0
5224	msmtools	1.3
5225	MSMwRA	1.3
5226	MSnbase	2.20.4
5227	MSnID	1.28.0
5228	msos	1.2.0
5229	MSQC	1.0.2
5230	mssqlR	1.0.0
5231	msSurv	1.2-2
5232	mstate	0.2.12
5233	mstherm	0.4.7
5234	mstR	1.2
5235	msu	0.0.1
5236	MSwM	1.4
5237	mtconnectR	1.2.1
5238	MTDrh	0.1.0
5239	mthapower	0.1.1
5240	MTLR	0.2.1
5241	MTS	1
5242	mtsdi	0.3.5
5243	MTSYS	1.2.0
5244	MuChPoint	0.6.1
5245	muckrock	0.1.0
5246	mudens	1.3.2
5247	mueRelativeRisk	0.1.1
5248	MuFiCokriging	1.2
5249	muhaz	1.2.6.1
5250	muir	0.1.0
5251	MullerPlot	0.1.2
5252	mulset	1.0.0
5253	MultAlloc	1.2
5254	multcomp	1.4-20
5255	multcompView	0.1-8
5256	MultEq	2.3
5257	multfisher	1.1
5258	multiAssetOptions	0.1-1
5259	multiband	0.1.0
5260	MultiBD	0.2.0
5261	multiCA	1.1
5262	multicastR	1.3.0
5263	multichull	1.0.0
5264	multicmp	1.1
5265	MultiCNVDetect	0.1-1
5266	multiColl	1
5267	multicon	1.6
5268	multicool	0.1-12
5269	MultiDataSet	1.22.0
5270	multifluo	1.1
5271	multifwf	0.2.2
5272	MultiGHQuad	1.2.0
5273	multigroup	0.4.5
5274	MultiJoin	0.1.1
5275	multilaterals	1
5276	MultiLCIRT	2.11
5277	multilevel	2.6
5278	multilevelPSA	1.2.5
5279	multimode	1.4
5280	multinbmod	1
5281	MultinomialCI	1.1
5282	multinomineq	0.2.1
5283	multinomRob	1.8-6.1
5284	multiPIM	1.4-3
5285	MultipleBubbles	0.2.0
5286	MultiplierDEA	0.1.18
5287	multipol	1.0-7
5288	multiRDPG	1.0.1
5289	multirich	2.1.1
5290	MultiRobust	1.0.5
5291	multiROC	1.1.1
5292	MultiRR	1.1
5293	multiselect	0.1.0
5294	MultiSkew	1.1.1
5295	multisom	1.3
5296	multispatialCCM	1
5297	MultiSV	0.0-67
5298	multitaper	1.0-15
5299	MultivariateRandomForest	1.1.5
5300	MultiVarMI	1
5301	MultiVarSel	1.1.3
5302	multivator	1.1-9
5303	multiviewtest	2.0.0
5304	multiwave	1.4
5305	multiway	1.0-6
5306	MultiwayRegression	1.2
5307	multiwayvcov	1.2.3
5308	multtest	2.50.0
5309	muma	1.4
5310	MuMIn	1.43.17
5311	mumm	0.2.1
5312	munfold	0.3.5
5313	munsell	0.5.0
5314	MUS	0.1.6
5315	music	0.1.1
5316	musica	0.1.3
5317	musicNMR	0.0.2
5318	muStat	1.7.0
5319	mut	1.1
5320	mutoss	0.1-12
5321	mutossGUI	0.1-11
5322	MuViCP	1.3.2
5323	MVA	1.0-6
5324	mvabund	4.1.3
5325	MVB	1.1
5326	MvBinary	1.1
5327	mvbutils	2.8.232
5328	mvc	1.3
5329	mvcluster	1
5330	mvctm	1.2
5331	mvdalab	1.4
5332	mvglmmRank	1.2-2
5333	mvinfluence	0.8-3
5334	MVisAGe	0.2.1
5335	MVLM	0.1.4
5336	mvLSW	1.2.3
5337	mvmesh	1.6
5338	mvmeta	1.0.3
5339	mvMISE	1
5340	mvMonitoring	0.2.0
5341	mvna	2.0.1
5342	MVNBayesian	0.0.8-11
5343	mvnfast	0.2.5.1
5344	mvngGrAd	0.1.5
5345	mvnormtest	0.1-9
5346	mvnpermute	1.0.0
5347	mvnTest	1.1-0
5348	mvoutlier	2.0.9
5349	mvPot	0.1.4
5350	mvprpb	1.0.4
5351	mvQuad	1.0-6
5352	MVR	1.33.0
5353	mvrtn	1
5354	mvsf	1
5355	mvShapiroTest	1
5356	mvst	1.1.0
5357	MVT	0.3
5358	mvtnorm	1.1-1
5359	mvtsplot	1.0-1
5360	MWLasso	1.3.1
5361	MWRidge	1.0.0
5362	MWright	0.3.2
5363	mxkssd	1.1
5364	My.stepwise	0.1.0
5365	mycobacrvR	1
5366	mycor	0.1.1
5367	myepisodes	1.1.1
5368	Myrrix	1.2
5369	Myrrixjars	1.0-2
5370	mzID	1.32.0
5371	mzR	2.28.0
5372	mztwinreg	1.0-1
5373	na.tools	0.3.1
5374	nabor	0.5.0
5375	NADA	1.6-1.1
5376	NAEPprimer	1.0.1
5377	NAM	1.7.3
5378	namespace	0.9.1
5379	nanop	2.0-6
5380	nanostringr	0.1.4
5381	nanotime	0.3.2
5382	naptime	1.3.0
5383	nardl	0.1.5
5384	narray	0.4.1
5385	nasadata	0.9.0
5386	nasaweather	0.1
5387	nat	1.8.16
5388	nat.utils	0.5.1
5389	natserv	1.0.0
5390	natural	0.9.0
5391	naturalsort	0.1.3
5392	NB	0.9
5393	NB.MClust	1.1.1
5394	NBAloveR	0.1.3.3
5395	NbClust	3
5396	NBDdirichlet	1.3
5397	nbpMatching	1.5.1
5398	NBPSeq	0.3.0
5399	NBShiny	0.1.0
5400	ncappc	0.3.0
5401	ncbit	2013.03.29
5402	ncdf4	1.19
5403	ncdfgeom	1.1.0
5404	ncdump	0.0.3
5405	nCDunnett	1.1.0
5406	ncg	0.1.1
5407	ncmeta	0.3.0
5408	NCmisc	1.1.6
5409	nCopula	0.1.1
5410	ncpen	1.0.0
5411	NCSampling	1
5412	NCutYX	0.1.0
5413	ncvreg	3.12.0
5414	ndjson	0.8.0
5415	ndl	0.2.18
5416	NDP	0.1.0
5417	ndtv	0.13.0
5418	nearfar	1.2
5419	neariso	1.0.1
5420	neatmaps	2.1.0
5421	needmining	0.1.1
5422	needs	0.0.3
5423	needy	0.2
5424	NEff	1.1
5425	NegBinBetaBinreg	1
5426	negenes	1.0-12
5427	neldermead	1.0-11
5428	neo4r	0.1.1
5429	neotoma	1.7.4
5430	nephro	1.2
5431	NEpiC	1.0.1
5432	netassoc	0.6.3
5433	NetCluster	0.2
5434	netcom	1.0.4
5435	NetComp	1.6
5436	NetData	0.3
5437	netdep	0.1.0
5438	netgsa	3.1.0
5439	NetIndices	1.4.4
5440	netjack	1.2.0
5441	netmeta	1.2-1
5442	NetOrigin	1.0-3
5443	NetPreProc	1.1
5444	netrankr	0.3.0
5445	netregR	1.0.1
5446	netSEM	0.5.1
5447	NetSimR	0.1.0
5448	NetSwan	0.1
5449	NetWeaver	0.0.6
5450	network	1.16.1
5451	NetworkComparisonTest	2.2.1
5452	networkD3	0.4
5453	networkDynamic	0.10.1
5454	networkDynamicData	0.2.1
5455	networkGen	0.1.1
5456	NetworkInference	1.2.4
5457	networkreporting	0.1.1
5458	NetworkSim	0.1.0
5459	networksis	2.1-3
5460	neural	1.4.2.2
5461	neuralnet	1.44.2
5462	NeuralNetTools	1.5.2
5463	neurobase	1.29.0
5464	neuroblastoma	1
5465	neuroim	0.0.6
5466	neuRosim	0.2-12
5467	neutralitytestr	0.0.2
5468	Newdistns	2.1
5469	NewmanOmics	1.0.4
5470	newsanchor	0.1.1
5471	newTestSurvRec	1.0.2
5472	nFactors	2.4.1
5473	nFCA	0.3
5474	NFWdist	0.1.0
5475	ngram	3.0.4
5476	ngramrr	0.2.0
5477	NHANES	2.1.0
5478	nhanesA	0.6.5
5479	nhds	1.0.3
5480	NHLData	1.0.0
5481	NHPoisson	3.3
5482	nice	0.4-1
5483	nicheROVER	1
5484	NightDay	1.0.1.1
5485	nimble	0.12.2
5486	nipals	0.7
5487	NipponMap	0.2
5488	NIPTeR	1.0.2
5489	NISTnls	0.9-13
5490	NISTunits	1.0.1
5491	NITPicker	1.0.1
5492	nitrcbot	1.2
5493	NitrogenUptake2016	0.2.3
5494	nivm	0.3
5495	nlaR	0.4.0
5496	NlcOptim	0.6
5497	nleqslv	3.3.3
5498	nlgeocoder	0.1.3
5499	nlirms	3.4.4
5500	nlme	3.1.160
5501	nlmeODE	1.1
5502	nlmeU	0.70-3
5503	nlmrt	2016.3.2
5504	nlMS	1.1
5505	nloptr	1.2.2.2
5506	NLP	0.2-1
5507	NLPutils	0.0-5
5508	nlreg	1.2-2.2
5509	NLRoot	1
5510	nlrr	0.1
5511	nls2	0.2
5512	nlsem	0.8
5513	nlshelper	0.2
5514	nlshrink	1.0.1
5515	nlsMicrobio	0.0-1
5516	nlsr	2019.9.7
5517	nlsrk	1.1
5518	nlstools	1.0-2
5519	NlsyLinks	2.0.6
5520	nlt	2.2-1
5521	nltm	1.4.2
5522	nlts	1.0-2
5523	nlWaldTest	1.1.3
5524	NMAoutlier	0.1.13
5525	NMF	0.23.0
5526	NMFN	2
5527	NMI	2
5528	Nmisc	0.3.5
5529	nmixgof	0.1.0
5530	NMOF	2.2-2
5531	nmw	0.1.4
5532	nna	0.0.2.1
5533	nnet	7.3.18
5534	nnetpredint	1.2
5535	nnfor	0.9.6
5536	nnlasso	0.3
5537	nnls	1.4
5538	NNMIS	1.0.1
5539	NNTbiomarker	0.29.11
5540	noaastormevents	0.1.1
5541	nodeHarvest	0.7-3
5542	nofrills	0.3.0
5543	noia	0.97.1
5544	noise	1
5545	NoiseFiltersR	0.1.0
5546	NominalLogisticBiplot	0.2
5547	nomogramEx	3
5548	noncompliance	0.2.2
5549	noncomplyR	1
5550	nonet	0.4.0
5551	nonlinearICP	0.1.2.1
5552	Nonpareil	3.3.4
5553	NonpModelCheck	3
5554	nontarget	1.9
5555	nontargetData	1.1
5556	nopaco	1.0.6
5557	nopp	1.1.0
5558	nor1mix	1.3-0
5559	nord	1.0.0
5560	nordklimdata1	1.2
5561	norm	1.0-9.5
5562	NORMA	0.1
5563	NormalBetaPrime	2.2
5564	NormalGamma	1.1
5565	NormalLaplace	0.3-0
5566	normalp	0.7.2
5567	normalr	1.0.0
5568	NormExpression	0.1.0
5569	NormPsy	1.0.8
5570	NORMT3	1.0-3
5571	normtest	1.1
5572	normwhn.test	1
5573	nortest	1.0-4
5574	nortestARMA	1.0.2
5575	nos	1.1.0
5576	nose	1
5577	NostalgiR	1.0.2
5578	not	1.2
5579	notifyme	0.3.0
5580	notifyR	1.02
5581	nowcasting	1.1.4
5582	Nozzle.R1	1.1-1
5583	np	0.60-16
5584	nparACT	0.8
5585	nparcomp	3
5586	nparLD	2.1
5587	nparMD	0.1.0
5588	nparsurv	0.1.0
5589	npbr	1.6
5590	NPC	1.1.0
5591	NPCirc	2.0.1
5592	npcopTest	1.03
5593	npExact	0.2
5594	NPHMC	2.2
5595	npIntFactRep	1.5
5596	nplplot	4.5
5597	nplr	0.1-7
5598	npmlda	1.0.0
5599	NPMLEcmprsk	3
5600	NPMLENCC	1
5601	npmlreg	0.46-5
5602	npmr	1.2
5603	npmv	2.4.0
5604	NPMVCP	1.1
5605	NPP	0.2.0
5606	npphen	1.1-0
5607	npregfast	1.5.1
5608	npROCRegression	1.0-5
5609	NPS	1.1
5610	NPsimex	0.2-1
5611	npsr	0.1.1
5612	npst	2
5613	nricens	1.6
5614	nsapi	0.1.1
5615	nscancor	0.6.1-25
5616	nse	1.19
5617	nseval	0.4
5618	nsga2R	1
5619	nsga3	0.0.3
5620	nsgp	1.0.5
5621	nsprcomp	0.5.1-2
5622	nsRFA	0.7-15
5623	nsROC	1.1
5624	NSUM	1
5625	NUCOMBog	1.0.4.2
5626	numbers	0.8-2
5627	numbersBR	0.0.2
5628	numDeriv	2016.8-1.1
5629	numGen	0.1.1
5630	numOSL	2.6
5631	nutriNetwork	0.1.1
5632	nws	1.7.0.1
5633	nzelect	0.4.0
5634	nzpullover	0.3.0
5635	oaColors	0.0.4
5636	oai	0.3.0
5637	oaPlots	0.0.25
5638	oaqc	1
5639	Oarray	1.4-9
5640	oaxaca	0.1.4
5641	obAnalytics	0.1.1
5642	objectProperties	0.6.5
5643	objectremover	0.7.0
5644	objectSignals	0.10.3
5645	obliqueRF	0.3
5646	OBMbpkg	1.0.0
5647	obs.agree	1
5648	observer	0.1.2
5649	obsSens	1.3
5650	occ	1.1
5651	oce	1.7-10
5652	ockc	1
5653	oclust	0.1.0
5654	ocomposition	1.1
5655	ocp	0.1.1
5656	OData	0.6
5657	odbc	1.3.0
5658	odds.converter	1.4.8
5659	odds.n.ends	0.1.1
5660	odeintr	1.7.1
5661	ODEnetwork	1.3.2
5662	odk	1.5
5663	ODS	0.2.0
5664	officer	0.3.15
5665	ofGEM	1
5666	OGI	1.0.0
5667	oglmx	3.0.0.0
5668	Ohit	1.0.0
5669	OHPL	1.4
5670	OIdata	1
5671	oii	1.0.2.1
5672	okcupiddata	0.1.0
5673	okmesonet	0.1.5
5674	olctools	0.3.0
5675	OligoSpecificitySystem	1.3
5676	OLScurve	0.2.0
5677	omd	1
5678	OmicKriging	1.4.0
5679	omics	0.1-5
5680	OmicsPLS	1.2.0
5681	OmnibusFisher	1
5682	ompr	0.8.1
5683	ompr.roi	0.8.0
5684	OnAge	1.0.1
5685	oncomodel	1
5686	Oncotree	0.3.3
5687	OneArmPhaseTwoStudy	1.0.3
5688	onehot	0.1.1
5689	onelogin	0.2.0
5690	OneR	2.2
5691	ONETr	1.0.3
5692	OneTwoSamples	1.0-3
5693	onewaytests	2.4
5694	onion	1.2-7
5695	onlinePCA	1.3.1
5696	onlineVAR	0.1-1
5697	onls	0.1-1
5698	onnx	0.0.2
5699	ontologyIndex	2.5
5700	ontologyPlot	1.4
5701	ontologySimilarity	2.3
5702	OOBCurve	0.3
5703	OOmisc	1.2
5704	oompaBase	3.2.9
5705	oompaData	3.1.1
5706	OpasnetUtils	1.3
5707	OPDOE	1.0-10
5708	openadds	0.2.0
5709	openair	2.8-1
5710	opencage	0.1.4
5711	opencpu	2.2.1
5712	opendotaR	0.1.4
5713	OpenMPController	0.2-5
5714	OpenMx	2.20.7
5715	openNLP	0.2-7
5716	openNLPdata	1.5.3-4
5717	OpenRepGrid	0.1.12
5718	openssl	2.0.4
5719	OpenStreetMap	0.3.4
5720	opentraj	1
5721	openxlsx	4.2.5.1
5722	operator.tools	1.6.3
5723	operators	0.1-8
5724	Opportunistic	1.2
5725	ops	1
5726	Opt5PL	0.1.1
5727	optAUC	1
5728	optband	0.2.1
5729	optDesignSlopeInt	1.1
5730	optextras	2019-12.4
5731	OptGS	1.1.1
5732	OptHedging	1
5733	opticskxi	0.1
5734	opticut	0.1-2
5735	optifunset	1
5736	optigrab	0.9.2.1
5737	optim.functions	0.1
5738	OptimalCutpoints	1.1-4
5739	OptimalTiming	0.1.0
5740	OptimaRegion	1.1
5741	optimbase	1.0-9
5742	optimization	1.0-7
5743	optimParallel	1.0-2
5744	optimr	2019-12.16
5745	optimsimplex	1.0-7
5746	optimus	0.2.0
5747	optimx	2022-4.30
5748	OptInterim	3.0.1
5749	optional	2
5750	OptionPricing	0.1
5751	optiRum	0.40.1
5752	OptM	0.1.3
5753	optparse	1.7.3
5754	optR	1.2.5
5755	optrees	1
5756	orca	1.1-1
5757	ORCI	1.1
5758	orclus	0.2-6
5759	ORCME	2.0.2
5760	orcutt	2.3
5761	ordcrm	1.0.0
5762	orddom	3.1
5763	ORDER2PARENT	1
5764	orderbook	1.03
5765	ordering	0.7.0
5766	orderstats	0.1.0
5767	OrdFacReg	1.0.6
5768	ordiBreadth	1
5769	ordinal	2019.12-10
5770	ordinalgmifs	1.0.6
5771	ordinalLBM	1
5772	OrdinalLogisticBiplot	0.4
5773	ordinalNet	2.9
5774	OrdMonReg	1.0.3
5775	OrdNor	2.2.2
5776	ordPens	0.3-1
5777	ore	1.6.3
5778	org	2019.4.2
5779	org.Hs.eg.db	3.14.0
5780	OrgMassSpecR	0.5-3
5781	orgR	0.9.0
5782	orgutils	0.4-1
5783	ORIClust	1.0-1
5784	OriGen	1.4.3
5785	orloca	4.1
5786	orloca.es	4.9
5787	ORMDR	1.3-2
5788	ormPlot	0.3.2
5789	oro.dicom	0.5.3
5790	oro.nifti	0.11.4
5791	oro.pet	0.2.6
5792	orQA	0.2.1
5793	orsifronts	0.1.1
5794	orsk	1.0-5
5795	orthogonalsplinebasis	0.1.6
5796	OrthoPanels	1.1-3
5797	orthopolynom	1.0-6.1
5798	OscillatorGenerator	0.1.0
5799	OSCV	1
5800	osd	0.1
5801	OSDR	1.1.3
5802	oshka	0.1.2
5803	osmar	1.1-7
5804	osmdata	0.1.4
5805	osmplotr	0.3.2
5806	OSMscale	0.5.1
5807	osrmr	0.1.35
5808	otinference	0.1.0
5809	OTRselect	1
5810	OTUtable	1.1.2
5811	otvPlots	0.2.1
5812	ouch	2.18
5813	outcomerate	1.0.1
5814	OutlierDC	0.3-0
5815	OutlierDetection	0.1.1
5816	OutlierDM	1.1.1
5817	outliers	0.14
5818	OutrankingTools	1
5819	outreg	0.2.2
5820	overlapptest	1.1
5821	overture	0.4-0
5822	OWEA	0.1.1
5823	oxcAAR	1.0.0
5824	OxyBS	1.5
5825	oz	1.0-21
5826	p2distance	1.0.1
5827	p3state.msm	1.3
5828	pa	1.2-1
5829	PabonLasso	1
5830	pacbpred	0.92.2
5831	pack	0.1-1
5832	packagetrackr	0.1.1
5833	packcircles	0.3.3
5834	packClassic	0.5.2
5835	packHV	2.2
5836	packrat	0.8.1
5837	packS4	0.9.3
5838	PACLasso	1.0.0
5839	pacman	0.5.1
5840	pacotest	0.4.2
5841	pact	0.5.0
5842	padr	0.6.1
5843	paf	1
5844	pafdR	1
5845	pagenum	1.1
5846	PAGI	1
5847	PAGWAS	2
5848	painter	0.1.0
5849	paintmap	1
5850	pairedCI	0.5-4
5851	PairedData	1.1.1
5852	pairheatmap	1.0.1
5853	pairsD3	0.1.0
5854	pairwiseCI	0.1-27
5855	PakPC2017	1.0.0
5856	PakPMICS2014Ch	0.1.0
5857	PakPMICS2014HH	0.1.0
5858	PakPMICS2014HL	0.1.0
5859	PakPMICS2014Wm	0.1.0
5860	PakPMICS2018bh	0.1.0
5861	PakPMICS2018fs	0.1.0
5862	PakPMICS2018hh	0.1.0
5863	PakPMICS2018mm	0.1.0
5864	PakPMICS2018mn	0.1.0
5865	palaeoSig	2.0-3
5866	paleoMAS	2.0-1
5867	paleomorph	0.1.4
5868	paleoTS	0.5.2
5869	palettesForR	0.1.2
5870	palettetown	0.1.1
5871	palinsol	0.93
5872	palmerpenguins	0.1.1
5873	palr	0.3.0
5874	pamctdp	0.3.2
5875	PAmeasures	0.1.0
5876	pampe	1.1.2
5877	pamr	1.56.1
5878	pan	1.6
5879	pAnalysis	2
5880	PANDA	0.9.9
5881	pander	0.6.5
5882	panelaggregation	0.1.1
5883	panelAR	0.1
5884	PanelCount	1.0.9
